"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AL390839.2",-0.0674198285409963,8.60818961113156,-4.82495688394191,2.4159527258681e-06,2.11529171601049e-05,3.81811121557825
"S100A2",0.0955853778645805,8.31752639603048,4.72634528420495,3.78755634769849e-06,3.15039162662599e-05,3.8148860154352
"MOV10",-0.0742725441049652,8.57061856331886,-4.79301038961839,2.79695521951786e-06,2.39599635665343e-05,3.80665530712829
"PNKD",0.0684261162304865,7.61039389094319,4.79700785590472,2.74628260712989e-06,2.36042990082814e-05,3.78218042639872
"CGN",0.0644774687963809,7.45098453582859,4.83720292109635,2.28362378792524e-06,2.00966687275264e-05,3.76463270753171
"LELP1",0.139155396443313,8.45597842228224,4.74507965497804,3.4793508121313e-06,2.92231468048227e-05,3.7623803240429
"NUAK2",-0.0952151517952088,8.4543049789179,-4.72993354177726,3.72655593021785e-06,3.1046605706193e-05,3.73735911686696
"LIN28A",0.136396547548071,7.62271389017848,4.77575010290575,3.0263014093172e-06,2.57535253594865e-05,3.71433693845504
"TMEM127",0.0974849420382276,8.6035978078832,4.81146144210736,2.57035767732221e-06,2.23153780167519e-05,3.70895163814845
"AC099791.3",-0.101881773154325,8.49092810743971,-4.73296181980757,3.67581329758507e-06,3.07231267028302e-05,3.7040310394203
"AC010976.1",-0.0494409719325959,8.68792659432463,-4.8768602953517,1.901419221915e-06,1.71426904325448e-05,3.69971123652251
"NPPA",-0.0981854871678541,8.24730053813482,-4.68999374652111,4.46235670884599e-06,3.64119834612639e-05,3.69193612887626
"CNTN2",-0.109377294557174,8.4857319289324,-4.7246023625369,3.81753234820909e-06,3.17021164568668e-05,3.67527284072269
"OR2W3",-0.104903603337049,8.54203844245103,-4.74619639534166,3.46176397398373e-06,2.91228659279513e-05,3.67151155270361
"CNOT7P2",0.1322126725441,8.35162488942324,4.69577601755188,4.34776595604009e-06,3.57029124765904e-05,3.65673957482968
"WDR26",0.0723787778626305,8.55926459865251,4.76351027949207,3.19982561747952e-06,2.71853388951267e-05,3.65304868659692
"MMP23B",0.223324418881965,7.9730355203114,4.68920889287643,4.47813319887482e-06,3.64829903737716e-05,3.65245343941761
"MTF1",-0.102351858568644,8.40474388001459,-4.69474440076404,4.36800011550262e-06,3.58120454620779e-05,3.63413466811494
"TRIM54",-0.0835029286654983,8.28153949855233,-4.67813171771883,4.70661219446948e-06,3.81036092415685e-05,3.63200490512144
"AL390719.2",0.0730381916887681,8.55519267184513,4.75550409885329,3.31848097540125e-06,2.81008315109101e-05,3.63007224826698
"EFR3B",-0.0973377974566515,8.54414032157545,-4.7312769857756,3.7039620144166e-06,3.09083043824376e-05,3.60329997914985
"PPP1CB",-0.10678848542109,8.4928062581938,-4.70088072433169,4.24896430563867e-06,3.50590542786858e-05,3.56360918316754
"AC099063.2",0.0733052158540529,8.63701675152355,4.80438329499301,2.65510643017317e-06,2.29223423474271e-05,3.54577877243561
"ACP1",-0.111725930815136,8.55976854335386,-4.72222632442223,3.85876583524302e-06,3.19930151323927e-05,3.53315600014986
"LINC02606",-0.1120599971566,8.28117186510414,-4.64377282007402,5.4889929740038e-06,4.33920554960884e-05,3.48515093500375
"DNAI4",0.0670946585928145,8.62711117215289,4.78020834863014,2.96538183944498e-06,2.52768167702773e-05,3.48242091787872
"NOTCH2",0.0443448201677145,8.65525996658033,4.8087632800047,2.60235090768567e-06,2.25173215284145e-05,3.47720599844013
"LINC01865",0.0935716693209615,8.45849051789325,4.67271374236898,4.82241453902205e-06,3.88581121527136e-05,3.45761054102882
"AC012354.7",0.121208466218546,8.29837616019276,4.64094854934306,5.55860066662919e-06,4.37644330348195e-05,3.45581016028059
"MIR205HG",0.171230218720948,8.34050748075966,4.6435491072354,5.49447590439126e-06,4.33920554960884e-05,3.43486235078055
"ADORA1",0.112116908426471,8.48059700503425,4.6757927102111,4.75627302308247e-06,3.83851329891022e-05,3.42710532854317
"NPHP1",0.158797361819407,8.25536657392925,4.63079605459809,5.81590905144654e-06,4.5650902554505e-05,3.42665413974579
"Z98259.2",-0.142423839539464,8.580079872255,-4.70669323375005,4.13909768658131e-06,3.42072544386215e-05,3.42311679285697
"LINC01828",0.0918697612056239,8.44195623289005,4.65203225633104,5.29021211571219e-06,4.19717290472735e-05,3.39254692091869
"POTEKP",-0.116094129835914,8.5808169586128,-4.69994227997014,4.26696405719873e-06,3.50952689680603e-05,3.39163219199554
"STARD7",0.0595453904162585,8.54252047957279,4.69019457768369,4.45832837845946e-06,3.64119834612639e-05,3.38623775689283
"PGM1",0.044227334234788,8.61421684983637,4.74210218202673,3.52666335894029e-06,2.95243554254141e-05,3.37784028042019
"PTPN14",-0.162513782044461,8.38215305210918,-4.62957634096002,5.84758274111738e-06,4.57602188102312e-05,3.37236928961898
"SYNPR",-0.0689489188137858,8.54784312950688,-4.67750717826906,4.719823047071e-06,3.81506699901962e-05,3.35689848271417
"NUF2",0.0452164176563765,8.56142609820926,4.69210280338039,4.42022706281252e-06,3.61827158141654e-05,3.34758613538811
"RNA5SP127",-0.174219426632996,8.04239930439404,-4.61255166083002,6.307395527565e-06,4.91348017154875e-05,3.3384711365251
"NCK2",0.111757240098416,7.81665442564318,4.64289835497715,5.51045505334379e-06,4.34517075077889e-05,3.33418329170363
"S100A16",0.136351491590063,7.96432014543275,4.61167731435514,6.33192651431342e-06,4.9251500805904e-05,3.32423995744965
"LINC00184",0.16964170695799,8.40429392986128,4.63041671307672,5.82574210461648e-06,4.56585897165763e-05,3.3226322312056
"MARCHF7",-0.0983341719931659,8.51822859709364,-4.65398169570298,5.24431614451703e-06,4.18005229633297e-05,3.31971099187762
"PLEKHN1",0.124925525732021,7.99521983479366,4.60477500280745,6.52883015688962e-06,5.07065920468069e-05,3.31152219709165
"FAP",0.0743412890940743,8.64489204125528,4.7546554038,3.33130503036046e-06,2.81631803960146e-05,3.29493285633516
"LINC01709",0.129105697437507,7.68570558349949,4.66254190521466,5.04728146698848e-06,4.04802963067801e-05,3.28862259651331
"METTL11B",0.148588659218346,8.46224214008748,4.6373809298083,5.64774479229126e-06,4.43985059357409e-05,3.27973966317535
"CFAP20DC",0.107747026378527,8.54145547453303,4.67102722451176,4.85901854802227e-06,3.90919791765224e-05,3.27912482888566
"GATA2-AS1",0.107107908475819,8.54537902941196,4.65593766949457,5.19865187549815e-06,4.15006930680247e-05,3.21122556304569
"CNPPD1",0.060459630769166,8.50128980462499,4.62159472581239,6.05898682986751e-06,4.73427198206466e-05,3.18280196445811
"DCTN1",0.0932229493455461,8.55953764261628,4.6571509999794,5.17051811766194e-06,4.1340096019818e-05,3.17823843085139
"AC019118.2",-0.0794139440772304,8.44770010097161,-4.58458303648646,7.13926714187343e-06,5.51155698362894e-05,3.12465954519989
"CDCA7",-0.0573055115584927,8.63073826690346,-4.68417257506606,4.58065565548554e-06,3.72593710021119e-05,3.11468650829554
"ECHDC2",0.0719703311900233,8.45584900900177,4.58828670085941,7.02333386669614e-06,5.43018482017271e-05,3.1100181164168
"IPP",-0.0693765372826148,8.61841235821949,-4.66755831288068,4.9351507616881e-06,3.96426362586067e-05,3.10063833699931
"AL359853.1",0.082850984195525,8.25783487833578,4.54951923506721,8.33201716014082e-06,6.30032441273405e-05,3.09334201189015
"SPHKAP",0.119385035568833,8.44175166382197,4.57838002554796,7.33757095369346e-06,5.63932241552864e-05,3.07441173618661
"GLIS1",-0.0642400547585251,8.4447128281563,-4.57113472340092,7.57590678976946e-06,5.80519336030329e-05,3.07032166385412
"ARHGAP15",-0.142633570748167,8.39307779626819,-4.5576171160407,8.04062222292516e-06,6.0918264543903e-05,3.06280249647857
"TDRD15",-0.0703070234521751,8.60552178896479,-4.64458823056868,5.46905281754118e-06,4.33239713979414e-05,3.05500402620939
"CTSE",0.0920623420205382,8.42978788852336,4.56065259039694,7.9339391041378e-06,6.04362244609138e-05,3.02176831576594
"AGAP1",-0.153606582098825,8.18709234883122,-4.52427694286357,9.30693596885006e-06,6.9956894854889e-05,2.9989279003429
"CEP70",-0.0793805066698219,8.63742962453435,-4.65255749911403,5.27780830807349e-06,4.19717290472735e-05,2.99800708143204
"LINC01565",-0.128414164414232,8.05501979597972,-4.5239698357231,9.31944672586945e-06,6.9956894854889e-05,2.98161487934421
"CSTA",-0.137874290682043,8.49502488461765,-4.55750832469475,8.04447123412797e-06,6.0918264543903e-05,2.95223995223128
"AC011747.1",-0.0353879683785003,8.68646548847524,-4.70924398752047,4.09175322563514e-06,3.38702590443024e-05,2.94255318461961
"RNF181",0.0986550348154005,7.74782235451592,4.55932584547882,7.98039963284321e-06,6.07004733135287e-05,2.91009375358423
"PSRC1",-0.0424406757396042,8.67541550063107,-4.68193744808831,4.62687649752963e-06,3.75169844304407e-05,2.88004035943108
"SEMA3B",0.0999273309598699,8.02782078315987,4.48814698610053,1.08951204826442e-05,8.07698917203675e-05,2.83990456529932
"AC092164.1",-0.0574549409994689,8.67138225582654,-4.65209981051984,5.28861522608242e-06,4.19717290472735e-05,2.79876428565316
"AL445231.1",0.028549586776591,8.68307329496383,4.68331605431921,4.59831507286423e-06,3.73441115445052e-05,2.78334972575948
"GPR39",0.0923341596033563,7.71975955741736,4.52960328925782,9.09250469144325e-06,6.85126432106558e-05,2.75548847408208
"AC093732.1",0.0300246160001095,8.70328808653434,4.6999435510675,4.26693962739178e-06,3.50952689680603e-05,2.74802698826457
"AC007881.2",0.0826393195423637,8.42554796336397,4.49301615683734,1.06668254105344e-05,7.93778046783923e-05,2.74607024323355
"MAL",0.0988227883547471,8.41300619479083,4.48519726460365,1.10356952534452e-05,8.16514783673128e-05,2.72486855312418
"DCDC2B",-0.0419366905928312,8.60206502464873,-4.56830512239427,7.6709943288972e-06,5.86933497835651e-05,2.72327298247799
"NISCH",-0.0333663366005597,8.69090917850027,-4.65750066816793,5.16243754351088e-06,4.13395813849156e-05,2.69348694186459
"AC007557.1",-0.0459329610932567,8.62226034318229,-4.57630104508107,7.40521140133383e-06,5.68283857093431e-05,2.67663155218337
"AL591686.2",-0.16830371951525,7.8273646025844,-4.48802538971145,1.09008812560356e-05,8.07698917203675e-05,2.67196091834018
"CYP1B1-AS1",-0.117203717119851,7.65688442222734,-4.52940310758012,9.10047713773496e-06,6.85126432106558e-05,2.66568749609158
"RBM5",-0.128187576388236,8.46897610786398,-4.47669761316899,1.14505711055797e-05,8.44786769548993e-05,2.65158640829554
"POMGNT1",0.124503756331847,8.16745299844503,4.43617444003945,1.36432091914373e-05,9.90958166200594e-05,2.6425017598252
"LINC01143",-0.204096077357801,7.72399815931602,-4.50147259309092,1.02812148171769e-05,7.67297030567025e-05,2.61954698583638
"MKRN2",-0.0708924380116712,8.63523259208421,-4.56136247635613,7.90918694019623e-06,6.03487591356753e-05,2.60799934656841
"KIF21B",-0.0718220957092893,8.65389478758854,-4.58115226310946,7.24829918442148e-06,5.58181470142021e-05,2.60421123469523
"EVA1B",0.109878836796358,8.25304104275121,4.4304199313897,1.39855065612794e-05,0.0001012967097423,2.60193475829708
"RNF144A",-0.0714451049077827,8.58833380323009,-4.51849279287122,9.54530046809097e-06,7.15481315609668e-05,2.57807592592053
"AL391811.1",-0.0741840488272493,7.76572239549678,-4.48018022493033,1.12788019188814e-05,8.33306325152888e-05,2.57759018071333
"PSMA5",0.0295052574480435,8.66699910327092,4.61288051998837,6.29819262674751e-06,4.91348017154875e-05,2.56852390551274
"ARHGEF4",0.0584945524315268,8.5470266847741,4.50064766286753,1.03182337667912e-05,7.68946987504946e-05,2.56830991231356
"LINC01342",0.111065936368122,8.16485162032868,4.41337798111918,1.50482266977274e-05,0.000108233898298717,2.55131213771809
"TMSB10",0.0622689912757605,7.44036164013215,4.55795246773153,8.02876870153868e-06,6.0918264543903e-05,2.54328114966234
"AL391477.1",0.0931120273757599,8.40357022260856,4.43660412074765,1.36179754427882e-05,9.9052044229138e-05,2.53640039977456
"DNAJC6",0.13357118104013,8.18979020280722,4.41036673445666,1.52438843304956e-05,0.000109184321517174,2.53408008422652
"SUMF1",-0.0458991091264842,8.67529764455563,-4.59858785633905,6.71032972719713e-06,5.20378502303092e-05,2.5332019416827
"AL160004.1",-0.103213589525516,8.44820769041679,-4.43473422345511,1.37281160319439e-05,9.95722846367573e-05,2.50307535600141
"MIR6811",0.14578999914,8.08826304305527,4.40189584986744,1.58074571865027e-05,0.000112285202080984,2.50031223549449
"SLC4A1AP",0.0424598990270625,7.37265326984913,4.56131745458498,7.91075454250854e-06,6.03487591356753e-05,2.45955430092259
"NSUN4",-0.13959668342838,8.23098711773104,-4.39208745400606,1.6484980970771e-05,0.000116776163277838,2.45485760750165
"AC080128.2",0.081958875976082,8.58885587533088,4.50559293759455,1.00982153454476e-05,7.54731833861935e-05,2.45270240569259
"LINC02607",0.136544425152958,8.53553207432624,4.4702766384578,1.17738726498517e-05,8.64926798508339e-05,2.44070850859466
"LINC01748",-0.118321991614659,7.67175587002372,-4.47120717542819,1.1726482192994e-05,8.62674303413268e-05,2.43956389700462
"CYCSP52",0.0679379255581857,8.68118352704477,4.58920164517483,6.99497420355401e-06,5.41637867383304e-05,2.40107169266278
"TWF2",0.0418440292008306,8.56878698658473,4.47300723506941,1.1635327895641e-05,8.57191227968869e-05,2.39903367368638
"AL391832.2",0.120180399799745,7.72910308320078,4.43993197590835,1.34240521801563e-05,9.77794309224096e-05,2.39667384489133
"AL391832.3",-0.0903284836943253,8.335009464935,-4.38623071335308,1.69027236540264e-05,0.000119081073611768,2.39644167505007
"TNR",0.044773210791653,8.67611649698409,4.58103914239271,7.25192136891902e-06,5.58181470142021e-05,2.38223232690708
"STXBP3",-0.112369219183376,7.84888122958712,-4.40765814097256,1.54219591698163e-05,0.000110153799776652,2.36425902059026
"RNF220",-0.123812643674913,8.37457073529873,-4.38073028071412,1.73042783628982e-05,0.000121524729693825,2.34965940771475
"AC092807.1",0.052043365383936,8.64788768515925,4.53778434536909,8.77236760723526e-06,6.62358707913796e-05,2.345786848916
"ABTB1",-0.0760683653590588,7.60297916916146,-4.46395962952427,1.21004808662767e-05,8.87655474073813e-05,2.33649408806009
"BX248415.1",0.122789307837072,8.25268849672507,4.36250932503097,1.87008299034362e-05,0.000130500919908011,2.32616713856927
"MIR200A",0.062600973122178,8.50471174213634,4.40544487975572,1.55689480427749e-05,0.000111049882512573,2.27610854367011
"COLGALT2",0.130162061810753,7.87355395346386,4.36121972049135,1.88036611992687e-05,0.000131041190276525,2.22523956300275
"TBC1D23",-0.0977029918698461,8.51346350950377,-4.3888645104161,1.67136227948472e-05,0.000118071442127434,2.22458647322776
"HTR1F",-0.0855573849142604,8.56485848115542,-4.40967978285722,1.52888599888623e-05,0.00010935457831146,2.19611340000836
"AC073283.1",0.061161372536461,8.65930926670151,4.51495896755429,9.69380443892354e-06,7.2555804777255e-05,2.19255549225198
"IL1A",0.117008812925788,8.53927395452395,4.40310145271588,1.57260455513773e-05,0.000111860988839245,2.16521383761834
"AL591178.1",0.151033904804596,8.29942817979854,4.32159859234291,2.22405126281251e-05,0.000152714579726683,2.13760554658753
"DALRD3",0.114729627833338,8.49752796159791,4.37285088244195,1.78954722432186e-05,0.000125219742684231,2.13558679084803
"AL451085.1",0.0632824113142966,7.43601619702206,4.45915720153453,1.23545821074057e-05,9.03724537984274e-05,2.1240552782863
"LINC02813",-0.0633814544018925,8.65334612790839,-4.4618150387115,1.22133271148518e-05,8.94660908114922e-05,2.09917784369084
"AHCYL1",0.092183102879029,8.45660425573844,4.34152364493052,2.04431381659911e-05,0.000141131544206179,2.08773112189329
"AC099563.2",-0.127064435747595,8.35211409139972,-4.31044038613405,2.33121525998729e-05,0.000159061190034293,2.08203465064193
"BOC",0.123818309351661,8.15855270400562,4.29252841300062,2.5136471376496e-05,0.000170564188011303,2.06609262602714
"HYAL3",0.067184266839343,7.51179215180456,4.41987626103597,1.46341710729274e-05,0.000105402821540624,2.0635840438198
"EFEMP1",0.0502745454061365,8.56412010109808,4.38843054349443,1.67446404957042e-05,0.000118128742867779,2.06333701825096
"LINC01990",0.254559112757554,7.84921904188046,4.32129510469139,2.22690253935361e-05,0.000152714579726683,2.06128460881289
"LCE1B",-0.115423332976461,8.53600010660843,-4.3564878387484,1.91856355693249e-05,0.000133342752871979,2.05200779198558
"IFIH1",0.0381248811768523,8.60873847617346,4.42134811227296,1.45419176485477e-05,0.000104884852186798,2.04371503631704
"LINC02572",0.0505043251177604,8.61601026474538,4.42935542488244,1.40497235257071e-05,0.00010161910830585,2.04115776081038
"AL442071.2",0.113732102562009,7.62332286137429,4.37689966406178,1.75893136923307e-05,0.000123244688466507,2.02791002758399
"H2AC19",-0.149860972911503,7.79853964378527,-4.33639473029243,2.08920267426933e-05,0.000144037676353034,2.0242365887036
"MIR4418",-0.069014069044918,8.44183537062887,-4.31425528831966,2.29403242539606e-05,0.000156900864957128,2.02215810643763
"LRPPRC",0.0518505527708244,8.67726173647774,4.49203733182863,1.07123462653027e-05,7.96016854325162e-05,2.00527946292273
"VTCN1",-0.0744403112588587,8.45076459752151,-4.31038217430327,2.33178707903676e-05,0.000159061190034293,1.99697439446378
"AL021154.1",-0.0410874316049919,8.64097726358326,-4.4278697773126,1.41398191303263e-05,0.000102127517163995,1.99023000937208
"AC079848.2",-0.111175095985896,7.9411931113124,-4.28706489933624,2.57195908031495e-05,0.00017429162913514,1.95978683167953
"PRXL2B",0.0831230977346286,8.0256194211296,4.26075077259731,2.87140953111619e-05,0.00019082292463874,1.92388417265781
"ARNT",0.079756723609882,8.53229142961699,4.32410604185277,2.20062705413744e-05,0.00015131511624249,1.8843135184027
"RPL29",0.0963576436789672,8.1773556345344,4.24427489710656,3.07557573812854e-05,0.000202822814341802,1.87689779008678
"EML4",-0.0943907334492903,8.46120226957457,-4.28035147172477,2.64538454565341e-05,0.000178097233706719,1.86575065394477
"OR14A16",-0.122547715387971,8.5298135649664,-4.30577694383018,2.37745250147383e-05,0.000161748318602909,1.86197484910711
"AC093894.2",0.117973781047697,8.16257218334724,4.23935539748619,3.13918004567823e-05,0.000206226133701435,1.85767723096813
"AC097634.4",0.0847732498718579,8.58459444019184,4.35570500059403,1.92495414454475e-05,0.00013360684419135,1.84928670471087
"SLC8A1",-0.0883414911914649,8.62280284165865,-4.36039570887815,1.88696501986151e-05,0.000131323597940969,1.83090078483252
